# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s
my-server,594,2017-06-15 08:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 08:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 08:10:01 UTC,bond0,16321.07,32712.88,5451.99,30508.85,0.00,0.00,0.00
my-server,594,2017-06-15 08:10:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,lo,3.67,3.67,0.63,0.63,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,eth2,15328.24,42995.07,4553.57,47564.17,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,eth4,1.09,0.00,0.09,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,bond0,15329.33,42995.07,4553.66,47564.17,0.00,0.00,0.00
my-server,593,2017-06-15 08:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,lo,3.75,3.75,0.67,0.67,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,eth2,12941.47,19568.44,4096.67,15452.04,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,eth4,0.99,0.00,0.08,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,bond0,12942.46,19568.43,4096.75,15452.03,0.00,0.00,0.00
my-server,593,2017-06-15 08:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,lo,3.75,3.75,0.69,0.69,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,eth2,16115.16,23473.15,5363.51,17108.86,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,eth4,1.05,0.00,0.08,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,bond0,16116.21,23473.15,5363.59,17108.86,0.00,0.00,0.00
my-server,594,2017-06-15 08:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,lo,4.22,4.22,0.80,0.80,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,eth2,15331.98,24652.99,4746.24,19383.39,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,eth4,1.05,0.00,0.09,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,bond0,15333.03,24652.99,4746.33,19383.39,0.00,0.00,0.00
my-server,593,2017-06-15 08:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,lo,3.76,3.76,0.66,0.66,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,eth2,13086.64,18649.36,4180.33,13489.71,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,eth4,1.01,0.00,0.08,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,bond0,13087.64,18649.36,4180.41,13489.71,0.00,0.00,0.00
my-server,594,2017-06-15 09:00:02 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,lo,3.85,3.85,0.69,0.69,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,eth2,2269.97,5473.85,727.90,5645.01,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,eth4,1.37,0.00,0.11,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,bond0,2271.34,5473.85,728.01,5645.01,0.00,0.00,0.00
my-server,594,2017-06-15 09:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,lo,3.59,3.59,0.64,0.64,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,eth2,1915.10,5731.61,682.38,6477.24,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,eth4,1.37,0.00,0.11,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,bond0,1916.48,5731.61,682.48,6477.24,0.00,0.00,0.00
my-server,597,2017-06-15 09:20:02 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,lo,3.66,3.66,0.66,0.66,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,eth2,2636.83,10429.08,744.29,12421.46,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,eth4,1.19,0.00,0.09,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,bond0,2638.02,10429.08,744.38,12421.46,0.00,0.00,0.00
my-server,596,2017-06-15 09:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,lo,3.69,3.69,0.67,0.67,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,eth2,5964.40,11072.95,2226.49,10097.66,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,eth4,1.09,0.00,0.09,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,bond0,5965.49,11072.95,2226.58,10097.66,0.00,0.00,0.00
my-server,595,2017-06-15 09:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,lo,4.02,4.02,0.75,0.75,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,eth2,1812.64,8580.90,547.06,10492.59,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,eth4,1.22,0.00,0.09,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,bond0,1813.86,8580.90,547.15,10492.59,0.00,0.00,0.00
my-server,596,2017-06-15 09:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,lo,3.64,3.64,0.64,0.64,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,eth2,1536.65,8487.19,341.11,10597.05,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,eth4,1.26,0.00,0.10,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,bond0,1537.91,8487.19,341.21,10597.05,0.00,0.00,0.00
my-server,595,2017-06-15 10:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,lo,3.85,3.85,0.79,0.79,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,eth2,5741.19,24986.33,2716.81,30450.23,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,eth4,1.13,0.00,0.09,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,bond0,5742.32,24986.33,2716.90,30450.23,0.00,0.00,0.00
my-server,595,2017-06-15 10:10:02 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,lo,4.03,4.03,0.70,0.70,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,eth2,1911.94,7089.99,681.47,8425.06,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,eth4,1.06,0.00,0.09,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,bond0,1913.01,7089.99,681.56,8425.06,0.00,0.00,0.00
my-server,593,2017-06-15 10:20:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,lo,3.62,3.62,0.63,0.63,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,eth2,2329.80,10344.84,795.81,12532.64,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,eth4,1.07,0.00,0.09,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,bond0,2330.86,10344.84,795.90,12532.64,0.00,0.00,0.00
my-server,594,2017-06-15 10:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,lo,3.79,3.79,0.70,0.70,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,eth2,2081.66,12340.47,594.76,15454.47,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,eth4,1.12,0.00,0.09,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,bond0,2082.77,12340.47,594.85,15454.47,0.00,0.00,0.00
my-server,597,2017-06-15 10:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,lo,49.92,49.92,234.04,234.04,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,eth2,2115.68,4096.17,1160.88,4349.02,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,eth4,0.99,0.00,0.08,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,bond0,2116.67,4096.17,1160.96,4349.02,0.00,0.00,0.00
my-server,596,2017-06-15 10:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,lo,10.16,10.16,22.31,22.31,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,eth2,3122.17,13259.77,919.19,16632.15,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,eth4,1.13,0.00,0.09,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,bond0,3123.31,13259.77,919.28,16632.15,0.00,0.00,0.00
my-server,596,2017-06-15 11:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,lo,4.17,4.17,0.83,0.83,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,eth2,3972.22,15390.46,739.77,19119.22,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,eth4,1.08,0.00,0.08,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,bond0,3973.30,15390.46,739.86,19119.22,0.00,0.00,0.00
my-server,596,2017-06-15 11:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,lo,3.81,3.81,0.71,0.71,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,eth2,3405.84,18797.79,735.12,23580.67,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,eth4,1.08,0.00,0.09,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,bond0,3406.92,18797.79,735.20,23580.67,0.00,0.00,0.00
my-server,595,2017-06-15 11:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,lo,3.68,3.68,0.69,0.69,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,eth2,2920.41,7573.54,790.81,8200.42,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,eth4,1.05,0.00,0.08,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,bond0,2921.47,7573.54,790.90,8200.42,0.00,0.00,0.00
my-server,597,2017-06-15 11:30:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,lo,3.82,3.82,0.73,0.73,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,eth2,3586.64,11121.82,1030.06,12565.18,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,eth4,1.17,0.00,0.10,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,bond0,3587.81,11121.82,1030.16,12565.18,0.00,0.00,0.00
my-server,596,2017-06-15 11:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,lo,4.16,4.16,0.84,0.84,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,eth2,4172.77,8636.07,1071.81,8566.56,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,eth4,1.27,0.00,0.11,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,bond0,4174.04,8636.07,1071.92,8566.56,0.00,0.00,0.00
my-server,595,2017-06-15 11:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,lo,3.99,3.99,0.80,0.80,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,eth2,5099.15,10440.07,1350.70,10129.78,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,eth4,0.99,0.00,0.08,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,bond0,5100.14,10440.07,1350.78,10129.78,0.00,0.00,0.00
my-server,595,2017-06-15 12:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,lo,4.39,4.39,0.89,0.89,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,eth2,6395.30,16814.66,1668.08,17946.65,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,eth4,1.13,0.00,0.09,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,bond0,6396.43,16814.66,1668.17,17946.65,0.00,0.00,0.00
my-server,596,2017-06-15 12:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:20:02 UTC,lo,3.84,3.84,0.74,0.74,0.00,0.00,0.00
my-server,595,2017-06-15 12:20:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:20:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:20:02 UTC,eth2,7836.51,14128.01,1968.46,12623.29,0.00,0.00,0.00
my-server,595,2017-06-15 12:20:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-15 12:20:02 UTC,eth4,1.03,0.00,0.08,0.00,0.00,0.00,0.00
